device,hive number,hive temp,hive humidity,hive pressure,weather temp,weather humidity,weather pressure,wind speed,gust speed,weatherID,cloud coverage,rain,lat,long,queen presence,queen acceptance,frames,target,time,queen status
1,4,27.19,71.25,1007.3,14.68,82,1013,2.57,,721,20,0,37.29,-121.95,1,2,8,0,0.25,0
1,4,31.17,58.67,1007.52,19.11,59,1013,0.0,,721,20,0,37.29,-121.95,1,2,8,0,0.292,0
1,4,32.12,58.6,1007.66,20.92,51,1013,1.54,,800,0,0,37.29,-121.95,1,2,8,0,0.333,0
1,4,42.13,40.98,1007.52,23.18,45,1013,3.6,,800,0,0,37.29,-121.95,1,2,8,0,0.375,0
1,4,47.72,32.5,1007.53,25.98,41,1013,4.12,,800,0,0,37.29,-121.95,1,2,8,0,0.417,0
1,4,44.35,24.02,1007.26,27.18,42,1013,4.63,,800,0,0,37.29,-121.95,1,2,8,0,0.458,0
1,4,42.31,24.49,1007.07,27.8,38,1013,4.63,,800,0,0,37.29,-121.95,1,2,8,0,0.5,0
1,4,38.41,27.12,1006.59,28.4,47,1013,4.63,,800,0,0,37.29,-121.95,1,2,8,0,0.542,0
1,4,34.2,33.58,1006.51,30.64,37,1011,6.17,,800,0,0,37.29,-121.95,0,0,8,1,0.625,1
1,4,33.64,45.1,1006.45,29.67,40,1011,6.69,,800,0,0,37.29,-121.95,0,0,8,1,0.667,1
1,4,32.46,44.19,1006.46,28.65,41,1011,7.72,,800,0,0,37.29,-121.95,0,0,8,1,0.708,1
1,4,32.85,44.25,1006.66,27.68,42,1011,5.14,,800,0,0,37.29,-121.95,0,0,8,1,0.75,1
1,4,32.77,54.16,1007.11,25.82,43,1012,6.17,,800,0,0,37.29,-121.95,0,0,8,1,0.792,1
1,4,32.47,62.26,1007.67,22.53,53,1013,5.14,,800,0,0,37.29,-121.95,0,0,8,1,0.792,1
1,4,32.47,67.06,1008.23,19.53,65,1013,3.6,,800,0,0,37.29,-121.95,0,0,8,1,0.833,1
1,4,31.84,69.55,1008.81,18.15,70,1014,2.57,,800,0,0,37.29,-121.95,0,0,8,1,0.875,1
1,4,31.37,70.86,1009.18,17.04,74,1014,1.54,,800,0,0,37.29,-121.95,0,0,8,1,0.917,1
1,4,30.82,68.49,1009.27,16.33,77,1015,0.45,1.79,800,0,0,37.29,-121.95,0,0,8,1,0.958,1
1,4,30.23,68.36,1009.1,15.55,80,1014,2.06,,800,0,0,37.29,-121.95,0,0,8,1,0.0,1
1,4,29.97,69.15,1008.93,15.09,82,1014,2.06,,800,0,0,37.29,-121.95,0,0,8,1,0.042,1
1,4,29.55,73.83,1009.08,14.54,83,1014,0.45,0.45,800,0,0,37.29,-121.95,0,0,8,1,0.083,1
1,4,29.3,68.19,1009.1,14.16,83,1014,1.54,,800,0,0,37.29,-121.95,0,0,8,1,0.125,1
1,4,28.86,67.76,1009.43,14.14,84,1014,1.54,,800,0,0,37.29,-121.95,0,0,8,1,0.167,1
1,4,29.24,67.52,1009.89,14.36,86,1015,1.54,,803,75,0,37.29,-121.95,0,0,8,1,0.208,1
1,4,29.38,66.14,1010.59,15.1,87,1015,2.06,,804,100,0,37.29,-121.95,0,0,8,1,0.25,1
1,4,29.51,67.58,1011.16,17.99,66,1017,1.54,,804,100,0,37.29,-121.95,0,0,8,1,0.292,1
1,4,30.94,60.96,1011.47,20.01,62,1017,0.0,,803,75,0,37.29,-121.95,0,0,8,1,0.333,1
1,4,32.82,60.46,1011.13,22.17,56,1017,2.06,,801,20,0,37.29,-121.95,0,0,8,1,0.375,1
1,4,35.52,53.75,1011.14,25.71,41,1017,2.06,,801,20,0,37.29,-121.95,0,0,8,1,0.417,1
1,4,37.13,48.83,1010.71,27.5,40,1017,3.6,,801,20,0,37.29,-121.95,0,0,8,1,0.458,1
1,4,37.14,36.61,1010.6,28.87,40,1016,4.12,,800,0,0,37.29,-121.95,0,0,8,1,0.5,1
1,4,35.14,37.31,1010.39,27.92,43,1016,5.14,8.23,800,0,0,37.29,-121.95,0,0,8,1,0.542,1
1,4,34.63,51.47,1010.1,28.47,45,1016,4.63,,800,0,0,37.29,-121.95,0,0,8,1,0.583,1
1,4,33.77,41.54,1009.84,29.01,44,1015,5.14,11.32,800,0,0,37.29,-121.95,0,0,8,1,0.625,1
1,4,33.43,49.17,1009.35,29.25,45,1014,6.69,,801,20,0,37.29,-121.95,0,0,8,1,0.667,1
1,4,32.44,56.09,1009.45,27.61,46,1014,6.17,,801,20,0,37.29,-121.95,0,0,8,1,0.708,1
1,4,32.24,57.38,1009.75,25.5,52,1015,6.69,,801,20,0,37.29,-121.95,0,0,8,1,0.75,1
1,4,31.92,63.57,1010.16,22.53,57,1015,6.17,,801,20,0,37.29,-121.95,0,0,8,1,0.792,1
1,4,31.42,67.71,1010.73,19.32,68,1016,6.17,,801,20,0,37.29,-121.95,0,0,8,1,0.833,1
1,4,30.87,70.35,1011.54,17.92,74,1017,5.66,,801,20,0,37.29,-121.95,0,0,8,1,0.875,1
1,4,30.4,78.26,1012.0,16.88,79,1017,4.63,,801,20,0,37.29,-121.95,0,0,8,1,0.917,1
1,4,30.06,77.41,1012.07,15.93,81,1017,4.12,,801,20,0,37.29,-121.95,0,0,8,1,0.958,1
1,4,29.86,76.63,1011.94,15.18,83,1017,3.09,,801,20,0,37.29,-121.95,0,0,8,1,0.0,1
1,4,29.26,75.72,1011.81,14.54,84,1017,2.06,,800,0,0,37.29,-121.95,0,0,8,1,0.042,1
1,4,28.83,69.63,1012.0,14.49,85,1017,2.57,,803,75,0,37.29,-121.95,0,0,8,1,0.083,1
1,4,29.06,67.95,1012.01,14.6,85,1017,0.45,0.89,804,100,0,37.29,-121.95,0,0,8,1,0.125,1
1,4,29.09,70.78,1012.0,14.96,85,1017,0.89,1.34,804,100,0,37.29,-121.95,0,0,8,1,0.167,1
1,4,28.77,65.26,1012.11,14.73,85,1017,0.89,,804,100,0,37.29,-121.95,0,0,8,1,0.208,1
1,4,28.81,68.64,1012.61,14.84,85,1017,2.06,,804,100,0,37.29,-121.95,0,0,8,1,0.25,1
1,4,28.97,72.67,1013.03,15.45,82,1018,2.06,,701,100,0,37.29,-121.95,0,0,8,1,0.292,1
1,4,29.34,68.98,1013.43,17.7,72,1019,3.09,,701,100,0,37.29,-121.95,0,0,8,1,0.333,1
1,4,26.83,54.18,1013.41,19.37,62,1019,2.57,,803,75,0,37.29,-121.95,0,0,8,1,0.375,1
1,4,33.19,56.58,1013.12,23.49,51,1019,3.6,,801,20,0,37.29,-121.95,0,0,8,1,0.417,1
1,4,34.69,52.7,1012.98,26.07,47,1017,3.09,,800,0,0,37.29,-121.95,0,0,8,1,0.458,1
1,4,36.3,50.91,1012.67,26.86,42,1019,3.6,,800,0,0,37.29,-121.95,0,0,8,1,0.5,1
1,4,36.74,51.62,1012.15,28.19,39,1018,3.09,,800,0,0,37.29,-121.95,0,0,8,1,0.542,1
1,4,34.91,45.73,1011.76,29.61,40,1017,5.14,,800,0,0,37.29,-121.95,0,0,8,1,0.583,1
1,4,33.77,42.14,1011.36,29.88,45,1016,6.17,,800,0,0,37.29,-121.95,0,0,8,1,0.625,1
1,4,33.41,49.95,1011.03,29.62,42,1016,5.66,,800,0,0,37.29,-121.95,0,0,8,1,0.667,1
1,4,32.48,43.6,1010.86,28.97,44,1016,6.17,,800,0,0,37.29,-121.95,0,0,8,1,0.708,1
1,4,32.43,57.88,1010.9,27.45,44,1016,5.14,,800,0,0,37.29,-121.95,0,0,8,1,0.75,1
1,4,29.26,67.9,1011.3,25.04,48,1016,4.63,,800,0,0,37.29,-121.95,1,1,8,2,0.792,2
1,4,28.69,74.42,1011.67,22.19,56,1017,5.14,,800,0,0,37.29,-121.95,1,1,8,2,0.833,2
1,4,28.06,79.9,1011.99,19.5,67,1017,5.66,,800,0,0,37.29,-121.95,1,1,8,2,0.875,2
1,4,26.87,81.65,1012.71,18.01,73,1018,4.12,,800,0,0,37.29,-121.95,1,1,8,2,0.917,2
1,4,26.17,86.02,1012.82,17.0,75,1018,3.6,,800,0,0,37.29,-121.95,1,1,8,2,0.958,2
1,4,25.73,88.06,1012.89,16.35,79,1018,2.57,,800,0,0,37.29,-121.95,1,1,8,2,0.0,2
1,4,25.3,90.74,1012.91,15.75,80,1018,2.57,,800,0,0,37.29,-121.95,1,1,8,2,0.042,2
1,4,24.93,91.22,1012.83,15.12,81,1018,2.57,,800,0,0,37.29,-121.95,1,1,8,2,0.083,2
1,4,24.71,93.47,1012.73,14.66,83,1018,3.09,,800,0,0,37.29,-121.95,1,1,8,2,0.125,2
1,4,24.38,91.77,1012.6,14.45,84,1017,2.57,,800,0,0,37.29,-121.95,1,1,8,2,0.167,2
1,4,24.04,92.31,1012.72,13.88,79,1017,2.57,,800,0,0,37.29,-121.95,1,1,8,2,0.208,2
1,4,24.18,92.78,1013.03,13.45,85,1018,3.09,,801,20,0,37.29,-121.95,1,1,8,2,0.25,2
1,4,27.5,71.36,1013.16,15.06,84,1018,1.54,,801,20,0,37.29,-121.95,1,1,8,2,0.292,2
1,4,31.1,62.96,1013.13,17.31,72,1018,2.06,,800,0,0,37.29,-121.95,1,1,8,2,0.333,2
1,4,31.87,63.54,1013.23,20.43,61,1018,2.06,,800,0,0,37.29,-121.95,1,1,8,2,0.375,2
1,4,33.81,58.94,1012.91,23.45,50,1017,2.57,,800,0,0,37.29,-121.95,1,1,8,2,0.417,2
1,4,36.38,57.21,1012.85,25.71,42,1017,4.12,,800,0,0,37.29,-121.95,1,1,8,2,0.458,2
1,4,36.71,46.79,1012.56,27.23,42,1017,5.14,,800,0,0,37.29,-121.95,1,1,8,2,0.5,2
1,4,36.69,48.49,1012.08,28.8,39,1016,4.63,,800,0,0,37.29,-121.95,1,1,8,2,0.542,2
1,4,34.45,47.34,1011.85,29.35,39,1016,5.66,,800,0,0,37.29,-121.95,1,1,8,2,0.583,2
1,4,33.56,49.84,1011.45,29.36,42,1016,6.69,,800,0,0,37.29,-121.95,1,1,8,2,0.625,2
1,4,32.94,51.52,1011.23,28.94,40,1015,6.17,,800,0,0,37.29,-121.95,1,1,8,2,0.667,2
1,4,32.27,52.55,1010.91,27.83,40,1015,6.69,11.32,711,20,0,37.29,-121.95,1,1,8,2,0.708,2
1,4,26.29,46.55,1010.43,26.1,43,1015,6.69,,800,0,0,37.29,-121.95,1,1,8,2,0.75,2
1,4,29.19,70.13,1010.57,24.09,46,1015,6.69,,800,0,0,37.29,-121.95,1,1,8,2,0.792,2
1,4,28.35,75.11,1010.7,21.41,49,1016,4.63,,800,0,0,37.29,-121.95,1,1,8,2,0.833,2
1,4,27.42,79.88,1010.98,19.36,56,1016,4.63,,800,0,0,37.29,-121.95,1,1,8,2,0.875,2
1,4,27.12,81.69,1011.38,17.86,63,1017,3.09,,800,0,0,37.29,-121.95,1,1,8,2,0.917,2
1,4,26.29,83.87,1011.39,16.76,68,1016,3.09,,800,0,0,37.29,-121.95,1,1,8,2,0.958,2
1,4,25.93,90.16,1011.24,15.79,72,1016,3.09,,800,0,0,37.29,-121.95,1,1,8,2,0.0,2
1,4,25.33,89.42,1011.14,14.94,75,1016,2.57,,800,0,0,37.29,-121.95,1,1,8,2,0.042,2
1,4,24.82,90.71,1011.13,14.16,79,1016,2.57,,800,0,0,37.29,-121.95,1,1,8,2,0.083,2
1,4,24.58,87.29,1011.11,13.56,81,1016,2.06,,800,0,0,37.29,-121.95,1,1,8,2,0.125,2
1,4,24.19,91.63,1011.02,13.02,82,1016,2.57,,800,0,0,37.29,-121.95,1,1,8,2,0.167,2
1,4,23.82,92.82,1011.08,12.57,83,1016,1.54,,800,0,0,37.29,-121.95,1,1,8,2,0.208,2
1,4,23.26,88.99,1011.67,12.35,84,1017,2.57,,800,0,0,37.29,-121.95,1,1,8,2,0.25,2
1,4,25.74,79.33,1012.04,13.92,84,1017,2.06,,801,20,0,37.29,-121.95,1,1,8,2,0.292,2
1,4,28.53,72.85,1012.33,15.55,77,1017,2.06,,803,75,0,37.29,-121.95,1,1,8,2,0.333,2
1,4,35.51,57.01,1012.34,18.09,66,1018,2.57,,801,20,0,37.29,-121.95,1,1,8,2,0.375,2
1,4,41.38,42.63,1012.11,20.84,56,1018,3.6,,801,20,0,37.29,-121.95,1,1,8,2,0.417,2
1,4,44.85,36.92,1012.14,22.43,52,1017,4.63,7.2,801,20,0,37.29,-121.95,1,1,8,2,0.458,2
1,4,43.86,28.87,1011.87,23.73,53,1017,4.63,,801,20,0,37.29,-121.95,1,1,8,2,0.5,2
1,4,39.38,26.66,1011.53,24.39,52,1018,4.12,,800,0,0,37.29,-121.95,1,1,8,2,0.542,2
1,4,33.26,34.6,1011.1,25.74,46,1017,5.14,,800,0,0,37.29,-121.95,1,1,8,2,0.583,2
1,4,33.16,44.65,1010.74,25.38,43,1017,6.17,,800,0,0,37.29,-121.95,1,1,8,2,0.625,2
1,4,31.25,53.55,1010.32,24.87,46,1016,5.66,,800,0,0,37.29,-121.95,1,1,8,2,0.667,2
1,4,22.08,54.71,1010.65,20.84,58,1015,6.17,,801,20,0,37.29,-121.95,1,2,8,3,0.75,3
1,4,26.26,75.37,1010.89,19.47,62,1016,6.17,,801,20,0,37.29,-121.95,1,2,8,3,0.792,3
1,4,25.99,80.91,1011.19,17.0,70,1016,6.17,,801,20,0,37.29,-121.95,1,2,8,3,0.833,3
1,4,25.24,84.59,1011.5,15.06,78,1017,5.66,,801,20,0,37.29,-121.95,1,2,8,3,0.875,3
1,4,24.49,87.77,1011.83,14.07,82,1017,4.12,,801,20,0,37.29,-121.95,1,2,8,3,0.917,3
1,4,24.9,84.74,1011.97,13.7,82,1017,3.6,,803,75,0,37.29,-121.95,1,2,8,3,0.958,3
1,4,24.96,79.96,1011.79,13.3,82,1017,3.09,,803,75,0,37.29,-121.95,1,2,8,3,0.0,3
1,4,24.88,83.25,1011.61,12.97,82,1017,2.06,,803,75,0,37.29,-121.95,1,2,8,3,0.042,3
1,4,24.6,79.35,1011.63,12.88,82,1017,3.6,,804,100,0,37.29,-121.95,1,2,8,3,0.083,3
1,4,24.47,80.41,1011.5,12.77,82,1017,2.06,,804,100,0,37.29,-121.95,1,2,8,3,0.125,3
1,4,24.46,76.56,1011.37,12.58,81,1017,2.57,,804,100,0,37.29,-121.95,1,2,8,3,0.167,3
1,4,24.35,76.81,1011.26,12.43,81,1017,0.89,1.79,804,100,0,37.29,-121.95,1,2,8,3,0.208,3
1,4,24.15,78.25,1011.58,12.28,81,1017,1.54,,804,100,0,37.29,-121.95,1,2,8,3,0.25,3
1,4,25.26,75.28,1011.65,12.97,80,1017,2.06,,804,100,0,37.29,-121.95,1,2,8,3,0.292,3
1,4,29.24,60.93,1011.87,14.39,76,1017,2.06,,802,40,0,37.29,-121.95,1,2,8,3,0.333,3
1,4,33.97,50.38,1011.76,16.86,70,1017,1.54,,801,20,0,37.29,-121.95,1,2,8,3,0.375,3
1,4,41.15,37.54,1011.44,19.46,60,1016,2.06,,801,20,0,37.29,-121.95,1,2,8,3,0.417,3
1,4,46.73,28.69,1011.25,21.74,57,1016,2.06,,801,20,0,37.29,-121.95,1,2,8,3,0.458,3
1,4,44.96,21.32,1010.4,23.78,48,1016,3.09,,801,20,0,37.29,-121.95,1,2,8,3,0.5,3
1,4,38.86,24.13,1009.96,24.42,46,1014,4.12,,801,20,0,37.29,-121.95,1,2,8,3,0.542,3
1,4,33.92,30.37,1009.68,24.7,47,1015,6.17,,800,0,0,37.29,-121.95,1,2,8,3,0.583,3
1,4,32.58,53.97,1009.47,24.2,52,1014,6.17,,801,20,0,37.29,-121.95,1,2,8,3,0.625,3
1,4,31.04,55.31,1009.08,24.03,52,1014,6.69,,801,20,0,37.29,-121.95,1,2,8,3,0.667,3
1,4,29.69,60.76,1008.77,22.71,53,1014,7.2,,801,20,0,37.29,-121.95,1,2,8,3,0.708,3
1,4,23.08,68.56,1009.09,19.89,61,1013,7.2,,801,20,0,37.29,-121.95,1,2,8,3,0.792,3
1,4,25.62,75.79,1009.42,17.09,70,1015,6.17,,801,20,0,37.29,-121.95,1,2,8,3,0.833,3
1,4,26.99,74.62,1009.77,14.72,79,1015,5.14,,801,20,0,37.29,-121.95,1,2,8,3,0.875,3
1,4,27.75,68.96,1010.38,14.09,81,1016,5.14,,802,40,0,37.29,-121.95,1,2,8,3,0.917,3
1,4,27.03,73.91,1010.54,13.55,82,1016,5.14,,802,40,0,37.29,-121.95,1,2,8,3,0.958,3
1,4,28.18,71.52,1010.34,13.28,83,1016,3.09,,802,40,0,37.29,-121.95,1,2,8,3,0.0,3
1,4,28.09,66.04,1010.29,13.13,82,1016,3.6,,804,100,0,37.29,-121.95,1,2,8,3,0.042,3
1,4,26.59,66.22,1010.15,12.92,82,1016,3.6,,804,100,0,37.29,-121.95,1,2,8,3,0.083,3
1,4,27.2,68.73,1010.07,12.76,83,1016,3.6,,804,100,0,37.29,-121.95,1,2,8,3,0.125,3
1,4,27.87,70.19,1009.87,12.82,82,1015,3.09,,804,100,0,37.29,-121.95,1,2,8,3,0.167,3
1,4,27.67,68.51,1009.89,12.87,81,1015,0.89,1.79,801,13,0,37.29,-121.95,1,2,8,3,0.208,3
1,4,27.61,65.03,1010.21,12.85,81,1015,2.06,,803,75,0,37.29,-121.95,1,2,8,3,0.208,3
1,4,27.75,60.77,1010.37,13.13,80,1015,0.89,,802,30,0,37.29,-121.95,1,2,8,3,0.25,3
1,4,28.43,61.0,1010.32,14.11,78,1015,1.79,3.13,802,29,0,37.29,-121.95,1,2,8,3,0.292,3
1,4,29.01,62.27,1010.67,15.17,72,1016,1.34,3.58,803,75,0,37.29,-121.95,1,2,8,3,0.333,3
1,4,30.32,57.54,1010.6,16.77,69,1015,1.34,3.58,801,19,0,37.29,-121.95,1,2,8,3,0.375,3
1,4,30.95,55.73,1010.5,18.48,66,1015,3.6,,802,40,0,37.29,-121.95,1,2,8,3,0.417,3
1,4,33.06,51.32,1010.33,20.32,59,1015,5.14,,802,40,0,37.29,-121.95,1,2,8,3,0.458,3
1,4,32.89,52.26,1010.28,21.69,57,1014,5.14,,801,20,0,37.29,-121.95,1,2,8,3,0.5,3
1,4,31.62,46.15,1010.06,22.26,55,1014,5.14,,801,20,0,37.29,-121.95,1,2,8,3,0.542,3
1,4,29.83,53.97,1009.92,22.45,53,1014,6.17,,801,20,0,37.29,-121.95,1,2,8,3,0.583,3
1,4,28.75,55.54,1009.75,20.43,58,1014,7.72,,801,20,0,37.29,-121.95,1,2,8,3,0.708,3
1,4,28.01,51.78,1009.53,19.07,63,1014,8.23,,802,40,0,37.29,-121.95,1,2,8,3,0.75,3
1,4,28.94,54.22,1009.77,17.31,67,1015,7.72,,802,40,0,37.29,-121.95,1,2,8,3,0.792,3
1,4,27.35,64.66,1010.3,15.48,74,1015,8.23,,803,75,0,37.29,-121.95,1,2,8,3,0.833,3
1,4,27.68,67.24,1010.56,14.49,77,1016,5.66,,803,75,0,37.29,-121.95,1,2,8,3,0.875,3
1,4,27.77,68.18,1011.05,14.5,76,1016,6.17,,803,75,0,37.29,-121.95,1,2,8,3,0.917,3
1,4,27.98,65.59,1010.96,14.39,75,1016,5.14,,803,75,0,37.29,-121.95,1,2,8,3,0.958,3
1,4,27.93,65.81,1010.99,14.22,75,1016,5.14,,803,75,0,37.29,-121.95,1,2,8,3,0.0,3
1,4,27.79,64.3,1010.74,14.03,75,1016,4.63,,804,100,0,37.29,-121.95,1,2,8,3,0.042,3
1,4,27.45,74.26,1010.58,13.86,76,1016,4.12,,804,100,0,37.29,-121.95,1,2,8,3,0.083,3
1,4,27.37,67.79,1010.45,13.68,77,1016,4.12,,804,100,0,37.29,-121.95,1,2,8,3,0.125,3
1,4,27.51,70.24,1010.27,13.53,77,1015,3.6,,804,100,0,37.29,-121.95,1,2,8,3,0.167,3
1,4,27.21,65.09,1010.22,13.41,78,1015,4.12,,804,100,0,37.29,-121.95,1,2,8,3,0.208,3
1,4,27.78,69.02,1010.44,13.43,78,1016,3.6,,804,100,0,37.29,-121.95,1,2,8,3,0.25,3
1,4,27.58,67.24,1010.56,13.65,78,1016,4.63,,804,100,0,37.29,-121.95,1,2,8,3,0.292,3
1,4,27.83,66.92,1010.87,14.03,78,1016,3.09,,804,100,0,37.29,-121.95,1,2,8,3,0.333,3
1,4,28.15,65.43,1010.95,14.94,74,1016,3.09,,804,100,0,37.29,-121.95,1,2,8,3,0.375,3
1,4,28.57,67.99,1010.96,16.13,71,1016,1.54,,804,100,0,37.29,-121.95,1,2,8,3,0.417,3
1,4,29.41,66.26,1011.27,17.47,64,1015,2.57,,804,100,0,37.29,-121.95,1,2,8,3,0.458,3
1,4,31.12,65.73,1011.15,19.12,58,1017,5.14,,803,75,0,37.29,-121.95,1,2,8,3,0.5,3
1,4,31.63,58.56,1010.94,20.53,59,1016,5.14,,803,75,0,37.29,-121.95,1,2,8,3,0.542,3
1,4,29.98,43.35,1010.72,21.29,55,1015,4.63,,802,40,0,37.29,-121.95,1,2,8,3,0.583,3
1,4,28.98,60.5,1010.25,22.15,52,1015,5.66,,801,20,0,37.29,-121.95,1,2,8,3,0.625,3
1,4,29.43,46.67,1009.73,22.24,52,1014,6.17,,801,20,0,37.29,-121.95,1,2,8,3,0.667,3
1,4,28.16,48.77,1009.45,21.82,51,1014,5.14,,801,20,0,37.29,-121.95,1,2,8,3,0.708,3
1,4,27.42,45.02,1009.24,20.53,54,1014,7.2,,801,20,0,37.29,-121.95,1,2,8,3,0.75,3
1,4,29.1,57.32,1009.66,18.88,61,1014,7.2,,801,20,0,37.29,-121.95,1,2,8,3,0.792,3
1,4,28.94,63.99,1009.79,16.98,65,1015,6.17,,801,20,0,37.29,-121.95,1,2,8,3,0.833,3
1,4,28.57,59.36,1010.16,15.31,71,1016,5.66,,802,40,0,37.29,-121.95,1,2,8,3,0.875,3
1,4,28.82,65.95,1010.71,14.55,74,1016,1.79,3.58,800,1,0,37.29,-121.95,1,2,8,3,0.917,3
1,4,28.96,67.07,1010.82,13.94,77,1016,1.79,2.24,800,1,0,37.29,-121.95,1,2,8,3,0.958,3
1,4,28.73,67.97,1010.6,13.4,79,1016,1.34,2.24,800,0,0,37.29,-121.95,1,2,8,3,0.958,3
1,4,28.31,72.2,1010.37,12.99,80,1015,0.45,0.45,800,0,0,37.29,-121.95,1,2,8,3,0.0,3
1,4,28.15,69.9,1010.37,12.66,80,1015,0.45,0.89,800,0,0,37.29,-121.95,1,2,8,3,0.042,3
1,4,28.15,66.5,1010.14,13.0,80,1015,0.45,0.89,800,0,0,37.29,-121.95,1,2,8,3,0.083,3
1,4,27.99,63.81,1010.04,13.66,79,1015,0.89,1.79,800,0,0,37.29,-121.95,1,2,8,3,0.125,3
1,4,26.69,69.97,1009.84,13.89,79,1015,1.34,2.24,800,0,0,37.29,-121.95,1,2,8,3,0.167,3
1,4,27.45,69.61,1009.86,13.92,80,1015,1.34,2.24,800,0,0,37.29,-121.95,1,2,8,3,0.208,3
1,4,27.28,67.35,1009.94,14.14,80,1015,0.89,1.34,800,0,0,37.29,-121.95,1,2,8,3,0.25,3
1,4,28.96,57.77,1010.13,16.25,77,1015,0.89,0.89,802,40,0,37.29,-121.95,1,2,8,3,0.292,3
1,4,30.2,58.57,1010.29,18.16,72,1015,1.34,2.68,801,20,0,37.29,-121.95,1,2,8,3,0.333,3
1,4,32.37,61.09,1010.21,20.01,67,1015,2.06,,802,40,0,37.29,-121.95,1,2,8,3,0.375,3
1,4,33.09,54.65,1009.79,21.67,63,1015,1.54,,803,75,0,37.29,-121.95,1,2,8,3,0.417,3
1,4,33.25,51.37,1009.64,22.49,62,1014,2.06,,803,75,0,37.29,-121.95,1,2,8,3,0.458,3
1,4,33.04,46.17,1009.29,24.18,56,1014,3.13,4.47,803,75,0,37.29,-121.95,1,2,8,3,0.5,3
1,4,32.64,42.18,1008.88,25.6,53,1014,3.6,,803,75,0,37.29,-121.95,1,2,8,3,0.542,3
1,4,32.15,42.33,1008.54,26.08,53,1014,5.66,8.23,803,75,0,37.29,-121.95,1,2,8,3,0.583,3
1,4,32.56,52.57,1008.51,25.61,55,1013,5.66,9.26,803,75,0,37.29,-121.95,1,2,8,3,0.625,3
1,4,31.2,45.37,1008.42,25.09,56,1013,6.69,,711,75,0,37.29,-121.95,1,2,8,3,0.667,3
1,4,30.32,46.63,1008.37,24.27,59,1014,7.72,,803,75,0,37.29,-121.95,1,2,8,3,0.708,3
1,4,29.74,55.43,1008.28,23.54,62,1013,7.2,,803,75,0,37.29,-121.95,1,2,8,3,0.75,3
1,4,29.18,49.81,1008.77,22.3,65,1014,5.14,,803,75,0,37.29,-121.95,1,2,8,3,0.792,3
1,4,28.88,58.59,1008.85,20.22,72,1014,8.75,,803,75,0,37.29,-121.95,1,2,8,3,0.833,3
1,4,29.88,57.5,1009.06,19.51,75,1014,5.66,8.75,803,75,0,37.29,-121.95,1,2,8,3,0.875,3
1,4,29.22,62.91,1009.34,19.28,75,1015,5.14,,803,75,0,37.29,-121.95,1,2,8,3,0.917,3
1,4,29.18,69.54,1009.3,19.07,79,1015,3.6,,803,75,0,37.29,-121.95,1,2,8,3,0.958,3
1,4,28.55,72.28,1009.05,18.98,79,1014,2.57,,803,75,0,37.29,-121.95,1,2,8,3,0.0,3
1,4,28.95,67.97,1008.87,18.82,80,1014,0.89,3.13,804,100,0,37.29,-121.95,1,2,8,3,0.042,3
1,4,26.04,61.49,1008.59,18.56,80,1014,1.54,,804,100,0,37.29,-121.95,1,2,8,3,0.083,3
1,4,27.03,66.93,1008.32,18.29,80,1013,3.09,,804,100,0,37.29,-121.95,1,2,8,3,0.125,3
1,4,27.17,72.61,1008.44,17.95,81,1013,3.09,,804,100,0,37.29,-121.95,1,2,8,3,0.167,3
1,4,27.76,77.81,1008.5,17.6,82,1013,1.54,,803,75,0,37.29,-121.95,1,2,8,3,0.208,3
1,4,28.35,73.86,1008.68,17.85,82,1014,0.45,0.45,803,75,0,37.29,-121.95,1,2,8,3,0.25,3
1,4,28.18,69.66,1008.8,18.75,80,1014,2.06,,803,75,0,37.29,-121.95,1,2,8,3,0.292,3
1,4,29.57,66.07,1009.01,20.59,75,1014,0.89,1.34,803,75,0,37.29,-121.95,1,2,8,3,0.333,3
1,4,31.16,62.7,1008.86,21.91,71,1014,1.79,2.24,803,75,0,37.29,-121.95,1,2,8,3,0.375,3
1,4,33.59,53.35,1008.46,23.29,67,1014,2.24,3.13,803,75,0,37.29,-121.95,1,2,8,3,0.417,3
1,4,32.26,42.62,1008.31,24.51,60,1014,2.24,2.68,802,40,0,37.29,-121.95,1,2,8,3,0.458,3
1,4,34.03,45.69,1008.59,24.75,61,1014,8.23,10.29,803,75,0,37.29,-121.95,1,2,8,3,0.5,3
1,4,31.65,45.67,1008.48,24.81,61,1014,6.69,,803,75,0,37.29,-121.95,1,2,8,3,0.542,3
1,4,30.65,46.28,1008.06,25.4,60,1013,6.69,10.8,803,75,0,37.29,-121.95,1,2,8,3,0.583,3
1,4,30.34,58.36,1007.77,25.46,58,1013,8.23,,802,40,0,37.29,-121.95,1,2,8,3,0.625,3
1,4,30.59,47.75,1007.48,25.33,57,1012,8.75,,802,40,0,37.29,-121.95,1,2,8,3,0.667,3
1,4,29.9,49.92,1007.22,24.63,58,1012,7.72,12.35,802,40,0,37.29,-121.95,1,2,8,3,0.708,3
1,4,28.94,52.06,1007.04,23.68,61,1012,7.2,,801,20,0,37.29,-121.95,1,2,8,3,0.75,3
1,4,27.81,55.48,1007.54,22.05,64,1012,9.26,12.86,801,20,0,37.29,-121.95,1,2,8,3,0.792,3
1,4,25.96,51.94,1008.16,19.82,71,1013,7.2,11.32,801,20,0,37.29,-121.95,1,2,8,3,0.833,3
